FID,geom,nid,kind,street,plz,city,description,created_at,url
MRN_mundraub_4326_Point.601,POINT (8.700705170631 49.415272992983),82623,Walnuss,Unbekannt,69120,Heidelberg,Nüsse sammeln mit Aussicht über Heidelberg direkt am Philosophenweg.,2019-07-15 12:11:00,https://mundraub.org/node/82623
MRN_mundraub_4326_Point.602,POINT (8.496156558394 49.415404083645),121639,Bärlauch,Unbekannt,Unbekannt,,letzter kleiner Pfad auf der linken Seite bevor man an den Rhein kommt. Pfad 20 m folgen Bärlauch auf der linken und rechten Seite des Pfades,2024-04-14 16:37:00,https://mundraub.org/node/121639
MRN_mundraub_4326_Point.603,POINT (8.761258721352 49.415405610489),16545,Hagebutte,Unbekannt,69118,Heidelberg,Gediegen gelegen direkt neben der Bushaltestelle der 33.,2014-09-29 20:05:00,https://mundraub.org/node/16545
MRN_mundraub_4326_Point.604,POINT (8.722091495974 49.415502281435),24068,Bärlauch,Valerieweg,69118,Heidelberg,am Wegrand/Zaun neben einem privaten Grundstück,2016-05-25 14:31:00,https://mundraub.org/node/24068
MRN_mundraub_4326_Point.605,POINT (8.659136295319 49.415649904958),103612,Maulbeere,Tiergartenstraße,69120,Baden-Württemberg,Die Maulbeerbäume stehen im Zoo entlang des Zaunes (vom Waschbärgehege bis ungefähr zum Raubtierhaus). Einige Äste reichen über den Zaun und so kann man die Früchte auch von außerhalb des Zoos pflücken. Die Früchte sind im Juni reif.,2022-06-28 19:42:00,https://mundraub.org/node/103612
MRN_mundraub_4326_Point.606,POINT (8.191680908203 49.415664672852),1478,Andere Nüsse,Unbekannt,67146,Deidesheim,Wie an einer Perlenkette aufgereiht: Sehr viele Mandelbäume an der Deutschen Weinstrasse zwischen Deidesheim und Forst. Die Mandelblüte ist ja schon sensationell - aber richtig lohnt sich auch ein Abstecher in die Vorderpfalz nach Deidesheim und Forst wenn die Mandeln reif sind.,2010-08-02 08:04:00,https://mundraub.org/node/1478
MRN_mundraub_4326_Point.607,POINT (8.7649923563 49.415786011348),15698,Holunder,Unbekannt,69118,Heidelberg,Mehrere Sträucher direkt am Ufer.,2014-09-09 17:37:00,https://mundraub.org/node/15698
MRN_mundraub_4326_Point.608,POINT (8.733576176465 49.415893325419),79100,Birne,Schloss-Wolfsbrunnenweg,69118,Heidelberg,An der Straßenecke neben dem Parkhaus.,2018-09-14 13:47:00,https://mundraub.org/node/79100
MRN_mundraub_4326_Point.609,POINT (8.769557476044 49.41658519254),17277,Esskastanie,Unbekannt,69118,Heidelberg,Esskastanien direkt an und auf dem Weg.,2014-11-13 11:38:00,https://mundraub.org/node/17277
MRN_mundraub_4326_Point.610,POINT (8.708864450455 49.416731765845),11074,Mirabelle,Unbekannt,69123,Heidelberg,Beim Aufstieg zum Philosophenweg liegen sie einem schon zu Füßen weil sie vom Baum hinunter den steilen Schlangenweg zu seinen Füßen herabpurzeln. Der Baum steht aber genau an einem Aussichtsfleck von dessen Balustrade aus man nur in den Baum greifen muss um ihn von seinen saftigen Früchten zu befreien. Dazu ein herrlicher Blick über Heidelberg.Jetzt kann man das Fallobst essen in ein zwei Wochen wird sich der Baum über Pflücker freuen.,2014-06-20 19:48:00,https://mundraub.org/node/11074
MRN_mundraub_4326_Point.611,POINT (8.664945 49.416763),6149,Brombeere,Unbekannt,69123,Heidelberg,gut gepflegte Brombeerhecken zwischen den Unikliniken (Spazierwege),2012-09-14 17:00:00,https://mundraub.org/node/6149
MRN_mundraub_4326_Point.612,POINT (8.395639434457 49.416784549576),121597,Andere Obstbäume,Unbekannt,Unbekannt,,Mispeln im Park Zugang Eschkopfstraße,2024-04-09 22:38:00,https://mundraub.org/node/121597
MRN_mundraub_4326_Point.613,POINT (8.673684597015 49.416805052332),81757,Kirsche,Im Neuenheimer Feld,69120,Гайдельберг,Kirsche oder Saurekirsche (ich bin nicht sicher) sehr süß. Am Parkplatz gegenüber INF 287,2019-03-30 13:18:00,https://mundraub.org/node/81757
MRN_mundraub_4326_Point.614,POINT (8.697046637535 49.416829481138),95575,Bärlauch,Schweizerweg,69120,Heidelberg,Große Fläche an Bärlauch direkt wenn man in den Wald rein kommt auf der rechten Seite.,2021-07-19 11:43:00,https://mundraub.org/node/95575
MRN_mundraub_4326_Point.615,POINT (8.692588806152 49.41688531836),13636,Maulbeere,Unbekannt,69123,Heidelberg,Auf den Mönchhofspielplatz gibt es ein Großen Maulbeerbaum. Den ganzen Juni konnte man immer wieder davon naschen.,2014-07-24 21:49:00,https://mundraub.org/node/13636
MRN_mundraub_4326_Point.616,POINT (8.673950470984 49.416982160893),116222,Mirabelle,Unbekannt,Unbekannt,,Am Rand zwischen Parkplatz und Fußweg,2023-07-25 18:59:00,https://mundraub.org/node/116222
MRN_mundraub_4326_Point.617,POINT (8.652548789978 49.417785684809),18423,Walnuss,Unbekannt,69120,Heidelberg,am rechten Straßenrand der Mannheimer Straße von Wieblingen nach Bergheim.,2015-07-01 03:25:00,https://mundraub.org/node/18423
MRN_mundraub_4326_Point.618,POINT (8.573379792847 49.418794072864),6562,Esskastanie,Unbekannt,Unbekannt,,Unbekannt,2012-12-11 20:38:00,https://mundraub.org/node/6562
MRN_mundraub_4326_Point.619,POINT (8.392766453326 49.418843070827),121596,Haselnuss,Unbekannt,Unbekannt,,Komplette Straße entlang,2024-04-09 22:32:00,https://mundraub.org/node/121596
MRN_mundraub_4326_Point.620,POINT (8.669629096985 49.41914318284),17469,Kirsche,Unbekannt,69120,Heidelberg,Auf der Wiese stehen ungefähr drei größere Kirschbäume.,2015-03-05 02:17:00,https://mundraub.org/node/17469
MRN_mundraub_4326_Point.621,POINT (8.644663095474 49.419565430355),85413,Mirabelle,Karolingerweg,69123,Heidelberg,Ungefähr hier auf der Straßenseite der großen Wohnhäuser wächst ein Mirabellenbaum direkt am Gehweg. 2019 hat er so viel abgeworfen dass der gesamte Gehweg komplett von den Früchten bedeckt war. Schade wenn alles kaputtgeht.,2019-10-26 20:38:00,https://mundraub.org/node/85413
MRN_mundraub_4326_Point.622,POINT (8.677536249161 49.419638712611),18691,Apfel,Unbekannt,69120,Heidelberg,Einige prächtige Apfelbäume entlang des Fahrradweges. Führen jeden Passanten in Versuchung. Früchte hängen tief und sind leicht erreichbar.,2015-07-10 16:33:00,https://mundraub.org/node/18691
MRN_mundraub_4326_Point.623,POINT (8.313496112824 49.419698036263),76600,Holunder,Landauer Straße,67125,Dannstadt-Schauernheim,Mehrere Sträucher entlang des Feldweges,2018-06-26 10:34:00,https://mundraub.org/node/76600
MRN_mundraub_4326_Point.624,POINT (8.680459976196 49.420101165771),1350,Kirsche,Unbekannt,69120,Heidelberg,Unbekannt,2010-07-28 09:18:00,https://mundraub.org/node/1350
MRN_mundraub_4326_Point.625,POINT (8.745004534721 49.420427362351),93779,Kirsche,Unbekannt,Unbekannt,,einer direkt am Weg und leicht erklimmbar zwei weitere auf der anderen Straßenseite,2021-05-06 11:55:00,https://mundraub.org/node/93779
MRN_mundraub_4326_Point.626,POINT (8.315320134789 49.420452537362),103987,Walnuss,Landauer Straße,67125,Dannstadt,Großer Walnussbaum sehr gut begehbar direkt am Bewirtschaftungsweg,2022-07-12 09:47:00,https://mundraub.org/node/103987
MRN_mundraub_4326_Point.627,POINT (8.6835079 49.4205222),76662,Walnuss,Blumenthalstraße,69120,Heidelberg,Steht scheinbar auf öffentlicher Fläche gegenüber Haus 51,2018-07-01 10:39:00,https://mundraub.org/node/76662
MRN_mundraub_4326_Point.628,POINT (8.726956367493 49.420543670654),2418,Bärlauch,Unbekannt,69118,Heidelberg,Bärlauch am Hang / Waldwegrand mehr als genug für jedermann. Von Heidelberg kommend auf der linken Neckarseite kurz vor Ziegelhausen in den Wald. Kann ca. März / April gesammelt werden man trifft dort viele andere Sammler.,2010-10-06 16:32:00,https://mundraub.org/node/2418
MRN_mundraub_4326_Point.629,POINT (8.744264580309 49.420571088912),94699,Walnuss,Unbekannt,Unbekannt,,Großer Baum wenige Meter vom Kreisverkehr und den umgebenden Kirschbäumen,2021-06-23 13:33:00,https://mundraub.org/node/94699
MRN_mundraub_4326_Point.630,POINT (8.665016174316 49.420860290527),3049,Kirsche,Unbekannt,69120,Heidelberg,Heidelberg,2010-11-05 21:57:00,https://mundraub.org/node/3049
MRN_mundraub_4326_Point.631,POINT (8.671211600304 49.420894148609),91027,Kirsche,Klausenpfad,69120,Heidelberg,Sehr viele Kirschbäume gut mit dem Fahrrad und dem Auto zu erreichen,2020-10-13 19:42:00,https://mundraub.org/node/91027
MRN_mundraub_4326_Point.632,POINT (8.664757728577 49.420913696289),2404,Apfel,Unbekannt,69120,Heidelberg,2 apfelbäume mit süß-sauren äpfelchen,2010-09-10 19:11:00,https://mundraub.org/node/2404
MRN_mundraub_4326_Point.633,POINT (8.656068 49.420954),6391,Mirabelle,Unbekannt,69117,Heidelberg,Rote und gelbe noch weitere Bäume Richtung Springer Verlag,2012-10-18 18:53:00,https://mundraub.org/node/6391
MRN_mundraub_4326_Point.634,POINT (8.726794011891 49.421459828777),93520,Bärlauch,Unbekannt,Unbekannt,,Bärlauch am Hang links und rechts vom Weg,2021-04-25 18:34:00,https://mundraub.org/node/93520
MRN_mundraub_4326_Point.635,POINT (8.726794011891 49.421459828777),93521,Bärlauch,Unbekannt,Unbekannt,,Bärlauch am Hang links und rechts vom Weg,2021-04-25 18:34:00,https://mundraub.org/node/93521
MRN_mundraub_4326_Point.636,POINT (8.726794011891 49.421459828777),93522,Bärlauch,Unbekannt,Unbekannt,,Bärlauch am Hang links und rechts vom Weg,2021-04-25 18:34:00,https://mundraub.org/node/93522
MRN_mundraub_4326_Point.637,POINT (8.737698197365 49.42162427115),29198,Bärlauch,Unbekannt,69118,Heidelberg,Unbekannt,2017-04-08 19:20:00,https://mundraub.org/node/29198
MRN_mundraub_4326_Point.638,POINT (8.7375501 49.4217332),93516,Bärlauch,Unbekannt,Unbekannt,,Wiese mit Bärlauch am Hang,2021-04-25 18:07:00,https://mundraub.org/node/93516
MRN_mundraub_4326_Point.639,POINT (8.7375501 49.4217332),93517,Bärlauch,Unbekannt,Unbekannt,,Wiese mit Bärlauch am Hang,2021-04-25 18:08:00,https://mundraub.org/node/93517
MRN_mundraub_4326_Point.640,POINT (8.7375501 49.4217332),93518,Bärlauch,Unbekannt,Unbekannt,,Wiese mit Bärlauch am Hang,2021-04-25 18:08:00,https://mundraub.org/node/93518
MRN_mundraub_4326_Point.641,POINT (8.674437403734 49.422772299097),121046,Walnuss,Klausenpfad,69120,海德堡,Vor den Toren der Universität Heidelberg steht ein riesiger Walnussbaum an der Kreuzung und im Herbst bläst der Wind die Walnüsse herunter.,2024-02-27 19:54:00,https://mundraub.org/node/121046
MRN_mundraub_4326_Point.642,POINT (8.738121986389 49.422992131172),17854,Bärlauch,Unbekannt,69118,Heidelberg,Eine kleine Kolonie Bärlauch direkt hinter dem Ende der Wiese am Mausbachtalweg gelegen.Nur ein/zwei Blatt pro Pflanze ernten ansonsten geht die Pflanze kaputt. Außerdem gründlich waschen so verringert sich das Risiko auf Fuchsbandwurm. Am besten ernten wenn Knospen oder Blüten vorhanden sind (Mai Juni) dann kann man die Pflanze von Maiglöckchen und Herbstzeitlosen unterscheiden (höchst giftig!).,2015-05-09 19:59:00,https://mundraub.org/node/17854
MRN_mundraub_4326_Point.643,POINT (8.73795568943 49.423061918926),16993,Esskastanie,Unbekannt,Unbekannt,Heidelberg,Von Stift Neuburg/Klosterhof kommend den Weg in den Wald rein folgen. Kurz nachdem der Wald auf beiden Seiten angefangen hat auf der linken Seite. Die ersten Kastanien liegen shcon auf dem Weg den leichten Hang runter bis zum Bach findet man noch viel mehr.,2014-10-20 13:09:00,https://mundraub.org/node/16993
MRN_mundraub_4326_Point.644,POINT (8.684609066703 49.423777218954),88535,Maulbeere,Unbekannt,Unbekannt,,Brombeeren,2020-08-03 14:17:00,https://mundraub.org/node/88535
MRN_mundraub_4326_Point.645,POINT (8.706579208374 49.423815620348),16494,Esskastanie,Unbekannt,69123,Heidelberg,Um die Tinkstätte herum gibt es lecker Maroni zu sammeln :),2014-09-28 17:04:00,https://mundraub.org/node/16494
MRN_mundraub_4326_Point.646,POINT (8.649072647095 49.423965661379),95574,Andere Nüsse,Elisabeth-von-Thadden-Platz,69123,Heidelberg,Mandelbaum habe hier allerdings noch nie geerntet...,2021-07-19 11:40:00,https://mundraub.org/node/95574
MRN_mundraub_4326_Point.647,POINT (8.749215602875 49.424649563522),87864,Kirsche,Rainweg,69118,Heidelberg,Privater Baum mit süssen Glaskirschen bitte den Besitzer vor dem Pflücken informieren - Leiter bitte mitbringen -bei Falk klingeln,2020-06-16 10:12:00,https://mundraub.org/node/87864
MRN_mundraub_4326_Point.648,POINT (8.9982519 49.4250817),119253,Andere Nüsse,Unbekannt,Unbekannt,,Bucheckern Bäume direkt am Weg die Bucheckern liegen teilweise direkt auf dem Weg,2023-10-01 11:00:00,https://mundraub.org/node/119253
MRN_mundraub_4326_Point.649,POINT (8.645242452622 49.425158994637),82642,Mirabelle,Neckarhäuser Straße,69123,Heidelberg,Kleine Früchte tief hängende Früchte.,2019-07-18 20:39:00,https://mundraub.org/node/82642
MRN_mundraub_4326_Point.650,POINT (8.381175622344 49.425897616745),111423,Hagebutte,Unbekannt,Unbekannt,,Teil einer öffentlichen Grünanlage.,2022-10-05 12:49:00,https://mundraub.org/node/111423
MRN_mundraub_4326_Point.651,POINT (8.684091567993 49.42601036086),114763,Andere Nüsse,Rottmannstraße,69121,Heidelberg,Ginkgo Nüsse,2023-06-16 11:54:00,https://mundraub.org/node/114763
MRN_mundraub_4326_Point.652,POINT (8.75080447644 49.427237494715),103739,Brombeere,Unbekannt,Unbekannt,,viele früchte,2022-07-04 20:44:00,https://mundraub.org/node/103739
MRN_mundraub_4326_Point.653,POINT (8.478999137878 49.427639778787),9371,Apfel,Unbekannt,67122,Altrip,sehr leckere süße Äpfel,2013-10-09 15:03:00,https://mundraub.org/node/9371
MRN_mundraub_4326_Point.654,POINT (8.317649290102 49.427806853011),120217,Brombeere,Im Kirschgarten,67125,Dannstadt,Brombeer Sträucher neben der Pferdekoppel,2023-10-26 22:09:00,https://mundraub.org/node/120217
MRN_mundraub_4326_Point.655,POINT (8.479170799255 49.428156156902),9370,Birne,Unbekannt,67122,Altrip,sehr sehr leckere süße Äpfel,2013-10-09 15:01:00,https://mundraub.org/node/9370
MRN_mundraub_4326_Point.656,POINT (8.479021072388 49.428321838379),4288,Quitte,Unbekannt,67122,Altrip,Schöne große Quitten,2011-10-13 22:38:00,https://mundraub.org/node/4288
MRN_mundraub_4326_Point.657,POINT (8.704363703728 49.42875975416),91259,Esskastanie,Hagelsteigweg,69121,Heidelberg,Entlang des Hagelsteigweges befinden sich Esskastanienbäume deren Früchte direkt auf den Weg und in das umliegende Unterholz fallen.,2020-10-18 20:59:00,https://mundraub.org/node/91259
MRN_mundraub_4326_Point.658,POINT (8.71554851532 49.429105161967),74699,Esskastanie,Odenwälder Weg,69121,Heidelberg,am Brunnen,2017-09-22 15:55:00,https://mundraub.org/node/74699
MRN_mundraub_4326_Point.659,POINT (8.31606361091 49.429214521774),120216,Walnuss,Industriestraße,67125,Dannstadt,2 Walnuss Bäume neben dem Feld,2023-10-26 22:04:00,https://mundraub.org/node/120216
MRN_mundraub_4326_Point.660,POINT (8.312530517578 49.429733169931),7102,Mirabelle,Unbekannt,67125,Dannstadt-Schauernheim,öffentlich zugänglicher Weg mit Mirabellen-Baümen,2013-07-11 19:09:00,https://mundraub.org/node/7102
MRN_mundraub_4326_Point.661,POINT (8.720764406025 49.43137314865),94306,Waldmeister,Unbekannt,Unbekannt,,kleines Polster unmittelbar an der Kreuzung,2021-06-07 19:18:00,https://mundraub.org/node/94306
MRN_mundraub_4326_Point.662,POINT (8.705313205719 49.431581167561),73086,Felsenbirne,Mühltalstraße,69121,Heidelberg,Auf dem Mühltalspielplatz zwischen Hütte und Bachlauf,2017-07-05 18:45:00,https://mundraub.org/node/73086
MRN_mundraub_4326_Point.663,POINT (8.707609176636 49.432245121391),16475,Esskastanie,Unbekannt,69123,Heidelberg,Entlang der Waldstraße findet man hier mehrere Esskastanianbäume. Wir sind nur ca. 1/2 Kilometer gelaufen und konnten fast den ganzen Weg entland sammeln.,2014-09-27 12:02:00,https://mundraub.org/node/16475
MRN_mundraub_4326_Point.664,POINT (8.478720664978 49.432350158691),4287,Brombeere,Unbekannt,67122,Altrip,Sehr leckere Brombeeren,2011-10-13 22:37:00,https://mundraub.org/node/4287
MRN_mundraub_4326_Point.665,POINT (8.7175367 49.4330417),119803,Heidelbeere,Unbekannt,Unbekannt,,einige kleine Heidelbeersträucher an der Böschung oberhalb vom Weg,2023-10-15 13:14:00,https://mundraub.org/node/119803
MRN_mundraub_4326_Point.666,POINT (8.309462070465 49.433140845192),76609,Haselnuss,Schauernheimer Straße,67125,Dannstadt-Schauernheim,Mittelgroßer Haselnuss Strauch,2018-06-26 19:21:00,https://mundraub.org/node/76609
MRN_mundraub_4326_Point.667,POINT (8.648375272751 49.433190558692),95573,Holunder,Mittelgewannweg,69123,Heidelberg,Mehrere große Holunderbüsche am Wiesenrand,2021-07-19 11:38:00,https://mundraub.org/node/95573
MRN_mundraub_4326_Point.668,POINT (8.4703672 49.4334084),120099,Walnuss,Unbekannt,Unbekannt,,direkt am Feldweg,2023-10-22 16:17:00,https://mundraub.org/node/120099
MRN_mundraub_4326_Point.669,POINT (8.305771350861 49.434994165287),76618,Walnuss,Kropsburgring,67125,Dannstadt-Schauernheim,Großer Walnussbaum,2018-06-27 12:06:00,https://mundraub.org/node/76618
MRN_mundraub_4326_Point.670,POINT (8.433031439781 49.435311621092),95992,Brombeere,Altrheinweg,67141,Neuhofen,Wild gewachsene Brombeersträucher zwischen Feld und Damm.,2021-07-27 09:17:00,https://mundraub.org/node/95992
MRN_mundraub_4326_Point.671,POINT (8.491487503052 49.435733795166),1343,Brombeere,Unbekannt,67122,Altrip,Auf dem Baugelände neben der Feuerwehr,2010-07-28 09:28:00,https://mundraub.org/node/1343
MRN_mundraub_4326_Point.672,POINT (8.505246827581 49.436094479108),26298,Pflaume,Unbekannt,67122,Altrip,70 Pflaumen und 4-5 Apfel und Birnenbäume und 2 Walnüsse.,2016-09-05 13:42:00,https://mundraub.org/node/26298
MRN_mundraub_4326_Point.673,POINT (8.337292671204 49.436138391953),76604,Mirabelle,L 530,67112,Mutterstadt,Entlang des Feldweges Richtung Mutterstadt laufend.,2018-06-26 10:58:00,https://mundraub.org/node/76604
MRN_mundraub_4326_Point.674,POINT (8.6497407 49.437125),114801,Kirsche,Unbekannt,Unbekannt,,2 Süßkirschenbäume am Weg,2023-06-18 12:57:00,https://mundraub.org/node/114801
MRN_mundraub_4326_Point.675,POINT (8.898582458496 49.43741352202),83694,Bärlauch,B 37 B 45,69434,Hirschhorn,Großes Feld mit Bärlauch in der Nähe des Apfelbaums am Ufer,2019-08-21 10:51:00,https://mundraub.org/node/83694
MRN_mundraub_4326_Point.676,POINT (8.2066643 49.4376996),115675,Apfel,Unbekannt,Unbekannt,,Im Feld Mit dem Auto zugänglich,2023-07-11 12:00:00,https://mundraub.org/node/115675
MRN_mundraub_4326_Point.677,POINT (8.412244319916 49.437788403525),26352,Apfel,Unbekannt,67141,Neuhofen,Unbekannt,2016-09-06 07:00:00,https://mundraub.org/node/26352
MRN_mundraub_4326_Point.678,POINT (8.898839950562 49.437832240228),102403,Andere Kräuter,B 37 B 45,69434,Schönbrunn,Knoblauchrauke wächst am Waldrand,2022-04-14 10:31:00,https://mundraub.org/node/102403
MRN_mundraub_4326_Point.679,POINT (8.644372940064 49.441806793213),3542,Brombeere,Unbekannt,69221,Dossenheim,relativ spät reif,2011-07-20 02:55:00,https://mundraub.org/node/3542
MRN_mundraub_4326_Point.680,POINT (8.665418364108 49.442010854744),94882,Kirsche,Unbekannt,Unbekannt,,mehrere Kirschbäume beim Großmarkt,2021-07-02 09:11:00,https://mundraub.org/node/94882
MRN_mundraub_4326_Point.681,POINT (8.2131359 49.4427573),112507,Walnuss,Unbekannt,Unbekannt,,an der Gabelung,2022-11-06 08:27:00,https://mundraub.org/node/112507
MRN_mundraub_4326_Point.682,POINT (8.62368889153 49.442859966529),120284,Walnuss,Unbekannt,Unbekannt,,mehrere Walnussbäume entlang des Weges durch das Naturschutzgebiet,2023-10-30 14:08:00,https://mundraub.org/node/120284
MRN_mundraub_4326_Point.683,POINT (8.671668004989 49.443056208439),26942,Mirabelle,Unbekannt,69221,Dossenheim,Hinter der Schauenburghalle. Über beide Parkplätze erreichbar.,2016-09-21 09:45:00,https://mundraub.org/node/26942
MRN_mundraub_4326_Point.684,POINT (8.418295383453 49.443170613508),7091,Haselnuss,Unbekannt,67067,Ludwigshafen,3 Haselnussbäume auf einer kleinen Grünanlage.,2013-07-11 11:00:00,https://mundraub.org/node/7091
MRN_mundraub_4326_Point.685,POINT (8.672301006317 49.443663110275),26941,Brombeere,Unbekannt,69221,Dossenheim,Die Hänge am Hügel werden von der Gemeinde regelmäßig (1-2 Mal pro Jahr) gemäht.,2016-09-21 09:44:00,https://mundraub.org/node/26941
MRN_mundraub_4326_Point.686,POINT (8.62918138504 49.443812393035),28577,Andere Kräuter,Unbekannt,69221,Dossenheim-Schwabenheimer Hof,Kurz vor der Schleuse unten am Hang zum Neckar wachsen viele Büschel Schnittlauch.,2017-02-21 23:00:00,https://mundraub.org/node/28577
MRN_mundraub_4326_Point.687,POINT (8.606650829315 49.444384406837),107893,Kirsche,Robert-Walter-Straße,68535,Edingen-Neckarhausen,Süßkirschen hatten in den letzten Jahren leider viele Würmer  auf Schulgelände daher eher nachmittags/abends oder am Wochenende kommen!,2022-09-16 15:19:00,https://mundraub.org/node/107893
MRN_mundraub_4326_Point.688,POINT (8.898882865906 49.444952926138),112693,Minze,L 3105,69434,Hirschhorn,Wasserminze das ganze Ufer entlang direkt an der Böschung in Büschen,2022-11-20 21:49:00,https://mundraub.org/node/112693
MRN_mundraub_4326_Point.689,POINT (8.4467119 49.445107),121334,Bärlauch,Unbekannt,Unbekannt,,an mehreren Stellen im Walde,2024-03-29 18:18:00,https://mundraub.org/node/121334
MRN_mundraub_4326_Point.690,POINT (8.297681808472 49.445388902732),76628,Apfel,Speyerer Straße,67136,Fußgönheim,Ein kleiner Apfelbaum am Straßenrand,2018-06-28 07:59:00,https://mundraub.org/node/76628
MRN_mundraub_4326_Point.691,POINT (8.44621181488 49.44564002349),103791,Bärlauch,Strandbadweg,68199,Mannheim,Im Auwald verteilt,2022-07-06 22:19:00,https://mundraub.org/node/103791
MRN_mundraub_4326_Point.692,POINT (8.4403345 49.4460557),108012,Walnuss,Unbekannt,Unbekannt,,Walnuss Bäumchen am Wegesrand.,2022-09-18 13:38:00,https://mundraub.org/node/108012
MRN_mundraub_4326_Point.693,POINT (8.4403345 49.4460557),108013,Walnuss,Unbekannt,Unbekannt,,Walnuss Bäumchen am Wegesrand.,2022-09-18 13:38:00,https://mundraub.org/node/108013
MRN_mundraub_4326_Point.694,POINT (8.512816429138 49.446337574402),19384,Brombeere,Unbekannt,68199,Mannheim,große Brombeerhecke von zwei Seiten erreichbar allerdings direkt an der Straße,2015-07-27 13:24:00,https://mundraub.org/node/19384
MRN_mundraub_4326_Point.695,POINT (8.2144367 49.4467803),107848,Sanddorn,Unbekannt,Unbekannt,,am Schwabenbach,2022-09-16 07:56:00,https://mundraub.org/node/107848
MRN_mundraub_4326_Point.696,POINT (8.215089 49.4467904),107845,Hagebutte,Unbekannt,Unbekannt,,neben dem Schwabenbach,2022-09-16 07:53:00,https://mundraub.org/node/107845
MRN_mundraub_4326_Point.697,POINT (8.2144527 49.4468016),107847,Hagebutte,Unbekannt,Unbekannt,,am Schwabenbach,2022-09-16 07:55:00,https://mundraub.org/node/107847
MRN_mundraub_4326_Point.698,POINT (8.2133643 49.4468168),107850,Hagebutte,Unbekannt,Unbekannt,,an der Bank,2022-09-16 07:58:00,https://mundraub.org/node/107850
MRN_mundraub_4326_Point.699,POINT (8.2146524 49.4468169),107846,Haselnuss,Unbekannt,Unbekannt,,am Schwabenbach,2022-09-16 07:55:00,https://mundraub.org/node/107846
MRN_mundraub_4326_Point.700,POINT (8.21359 49.4468253),107849,Brombeere,Unbekannt,Unbekannt,,am Schwabenbach,2022-09-16 07:57:00,https://mundraub.org/node/107849
MRN_mundraub_4326_Point.701,POINT (8.2136555 49.4468778),107851,Holunder,Unbekannt,Unbekannt,,am Schwabenbach verteilt,2022-09-16 08:00:00,https://mundraub.org/node/107851
MRN_mundraub_4326_Point.702,POINT (8.1920129 49.4468876),107940,Weißdorn,Unbekannt,Unbekannt,,am Wegesrand,2022-09-17 08:49:00,https://mundraub.org/node/107940
MRN_mundraub_4326_Point.703,POINT (8.2119854 49.4470253),107938,Hagebutte,Unbekannt,Unbekannt,,am Bach,2022-09-17 08:38:00,https://mundraub.org/node/107938
MRN_mundraub_4326_Point.704,POINT (8.296136856079 49.447732646455),76602,Mirabelle,Speyerer Straße,67136,Fußgönheim,Am Feldweg unterhalb der Straße richtung Hang stehen mehrere Mirabellen ( Gelb+Rot). Wer mit dem Auto kommt (nach Regen nur mit 4X4 befahrbar).,2018-06-26 10:38:00,https://mundraub.org/node/76602
MRN_mundraub_4326_Point.705,POINT (8.615794428333 49.447925413862),4818,Brombeere,Unbekannt,68535,Edingen-Neckarhausen,extrem vielesehr gross und lecker,2012-04-11 17:41:00,https://mundraub.org/node/4818
MRN_mundraub_4326_Point.706,POINT (8.2115549 49.4485901),107941,Brombeere,Unbekannt,Unbekannt,,am Wegesrand hinter Sportpark und DRK Gebäude,2022-09-17 08:52:00,https://mundraub.org/node/107941
MRN_mundraub_4326_Point.707,POINT (8.2106436 49.4486141),107939,Hagebutte,Unbekannt,Unbekannt,,hinter dem Sportpark,2022-09-17 08:46:00,https://mundraub.org/node/107939
MRN_mundraub_4326_Point.708,POINT (8.613146804273 49.448817287545),120205,Walnuss,Unbekannt,Unbekannt,,Ein Walnussbaum direkt am Neckaruferweg zwischen der Kuhgasse und dem Rathaus Edingen,2023-10-26 16:19:00,https://mundraub.org/node/120205
MRN_mundraub_4326_Point.709,POINT (8.898727297783 49.449465968176),93546,Bärlauch,Am Klosterberg,69434,Hirschhorn,Im Innenbereich der Burg Richtung Neckar,2021-04-26 13:04:00,https://mundraub.org/node/93546
MRN_mundraub_4326_Point.710,POINT (8.4618126 49.4496301),121381,Andere Kräuter,Unbekannt,Unbekannt,,Bärlauch,2024-03-31 15:03:00,https://mundraub.org/node/121381
MRN_mundraub_4326_Point.711,POINT (8.4618126 49.4496301),121382,Andere Kräuter,Unbekannt,Unbekannt,,Bärlauch,2024-03-31 15:04:00,https://mundraub.org/node/121382
MRN_mundraub_4326_Point.712,POINT (8.1985337 49.4499421),108591,Walnuss,Unbekannt,Unbekannt,,Zwei Bäume gegenüber an der Kreuzung am Feldweg,2022-09-28 17:02:00,https://mundraub.org/node/108591
MRN_mundraub_4326_Point.713,POINT (8.16653251648 49.450829564527),18143,Brombeere,Flaggenturm - Bad Dürkheim Seebach,67098,Bad Dürkheim,Brombeersträucher rund um den Flaggenturm,2015-06-13 14:19:00,https://mundraub.org/node/18143
MRN_mundraub_4326_Point.714,POINT (8.662991300225 49.451887328218),116223,Brombeere,Unbekannt,Unbekannt,,am Wegrand ganze Reihe mit vielen Brombeeren,2023-07-25 19:01:00,https://mundraub.org/node/116223
MRN_mundraub_4326_Point.715,POINT (8.481606245041 49.452154762487),83543,Mirabelle,Neckarauer Waldweg,68199,Mannheim,an der Ecke Neckarauer Waldweg/Aufeldweg I (neben dem Parkplatz) steht ein Mirabellenbaum (und einige Brombeersträucher),2019-08-17 12:35:00,https://mundraub.org/node/83543
