FID,geom,nid,kind,street,plz,city,description,created_at,url
MRN_mundraub_4326_Point.496,POINT (8.383716344833 49.392516806967),94737,Kirsche,An den Bleichwiesen,67105,Schifferstadt,Baumnummer: 5409 Wildkirsche kleine süße Früchte reif: ab Mitte Juni,2021-06-26 09:03:00,https://mundraub.org/node/94737
MRN_mundraub_4326_Point.497,POINT (8.683672904968 49.392570495605),1433,Brombeere,Unbekannt,69115,Heidelberg,Massen von Brombeersträuchern an wenig befahrenem Weg,2010-07-30 22:05:00,https://mundraub.org/node/1433
MRN_mundraub_4326_Point.498,POINT (8.644255399704 49.392576163398),104108,Minze,Baumschulenweg,69124,Baden-Württemberg,Hier habe ich einmal Minze gefunden aber nicht regelmäßig,2022-07-14 22:13:00,https://mundraub.org/node/104108
MRN_mundraub_4326_Point.499,POINT (8.505365252495 49.393037046188),116925,Brombeere,L 630,68782,Brühl,Viele Brombeeren direkt am Weg,2023-08-10 11:55:00,https://mundraub.org/node/116925
MRN_mundraub_4326_Point.500,POINT (8.970374107361 49.393188476562),2906,Esskastanie,Unbekannt,74869,Schwarzach,zwischen Schwanheim und Schwarzach an der Abzweigung nach Michelbach stehen rechts auf dem Weg zum Wald einige jüngere Esskastanienbäume mit teils recht großen Früchten,2010-10-18 09:29:00,https://mundraub.org/node/2906
MRN_mundraub_4326_Point.501,POINT (8.64097237587 49.393288434977),104102,Mirabelle,Im Schnepfengrund,69123,Baden-Württemberg,Hier ist irgendwo ein kleiner Durchgang mit einem Baldachin aus Mirabellen oder Kirschpflaumen super Pflückhöhe,2022-07-14 22:04:00,https://mundraub.org/node/104102
MRN_mundraub_4326_Point.502,POINT (8.602557778359 49.393358264968),23833,Schlehe,Unbekannt,Unbekannt,,Von der Stadt vermutlich als Begrünung gepflanzt,2016-04-19 19:13:00,https://mundraub.org/node/23833
MRN_mundraub_4326_Point.503,POINT (8.643413186073 49.393578228791),104101,Holunder,Leonie-Wild-Straße,69214,Eppelheim,Holunderstrauch direkt an der Ecke,2022-07-14 22:02:00,https://mundraub.org/node/104101
MRN_mundraub_4326_Point.504,POINT (8.64431977272 49.393672498699),104105,Quitte,Steinhofweg,69123,Baden-Württemberg,Echte Quitte / Apfelquitte direkt am Zaun,2022-07-14 22:07:00,https://mundraub.org/node/104105
MRN_mundraub_4326_Point.505,POINT (8.643895983696 49.393679481648),104099,Pflaume,Steinhofweg,69123,Heidelberg,Kirschpflaume,2022-07-14 22:01:00,https://mundraub.org/node/104099
MRN_mundraub_4326_Point.506,POINT (8.644362688065 49.393682973123),104104,Birne,Steinhofweg,69123,Baden-Württemberg,Mehrere Birnbäume direkt am Zaun werden von der Schule nicht abgeerntet,2022-07-14 22:06:00,https://mundraub.org/node/104104
MRN_mundraub_4326_Point.507,POINT (8.644587993622 49.393721379321),104103,Apfel,Steinhofweg,69123,Baden-Württemberg,Mehrere Apfelbäume am Zaun werden von der Schule nicht abgeerntet,2022-07-14 22:05:00,https://mundraub.org/node/104103
MRN_mundraub_4326_Point.508,POINT (8.643391728401 49.393773751362),104100,Mirabelle,Steinhofweg,69123,Baden-Württemberg,Mirabelle oder Kirschpflaume,2022-07-14 22:01:00,https://mundraub.org/node/104100
MRN_mundraub_4326_Point.509,POINT (8.603212237358 49.393833106275),11504,Kirsche,Unbekannt,68723,Schwetzingen,-,2014-07-12 19:44:00,https://mundraub.org/node/11504
MRN_mundraub_4326_Point.510,POINT (8.645392656326 49.39385405505),94889,Brombeere,Steinhofweg,69123,Heidelberg,Mehrere Brombeersträuche am Weg verteilt,2021-07-02 16:06:00,https://mundraub.org/node/94889
MRN_mundraub_4326_Point.511,POINT (8.769965171814 49.393965781701),74862,Waldmeister,Unbekannt,69118,Baden-Württemberg,An vielen Wegen im Wald über Schlierbach und Neckargemünd findet sich im Frühjahr viel Waldmeister aus dem man schöne Maibowle machen kann.,2017-09-29 16:45:00,https://mundraub.org/node/74862
MRN_mundraub_4326_Point.512,POINT (8.680390119553 49.394018153482),29199,Walnuss,Unbekannt,69115,Heidelberg,Einer steht am Marker und einer ein Stückchen weiter nordwestlich am Rand des Wegs.,2017-04-08 19:25:00,https://mundraub.org/node/29199
MRN_mundraub_4326_Point.513,POINT (8.653863072395 49.394018269835),90809,Brombeere,Baumschulenweg,69124,Heidelberg,Verstreute Brombeersträucher am Zaun zwischen ehem. Landebahn und Feldrand,2020-10-08 20:37:00,https://mundraub.org/node/90809
MRN_mundraub_4326_Point.514,POINT (8.635420203209 49.394049576523),11510,Schlehe,Unbekannt,69214,Eppelheim,Zugang vom Sportplatz  versteckt im Gebüsch,2014-07-12 20:04:00,https://mundraub.org/node/11510
MRN_mundraub_4326_Point.515,POINT (8.699567914009 49.394161419083),90808,Esskastanie,Ameisenbuckelweg,69117,Heidelberg,Ein paar verstreute Bäume viele Früchte unterhalb/oberhalb des Weges,2020-10-08 20:34:00,https://mundraub.org/node/90808
MRN_mundraub_4326_Point.516,POINT (8.602150082588 49.394189234242),94323,Pflaume,Eppelheimer Straße,68723,Plankstadt,Zwetschge am Weg vor dem Bolzplatz. Ist sie öffentlich? Ich gehe davon aus. Sie wurde letztes Jahr nicht abgeerntet.,2021-06-08 16:07:00,https://mundraub.org/node/94323
MRN_mundraub_4326_Point.517,POINT (8.648112416267 49.394234622915),94890,Holunder,Steinhofweg,69123,Heidelberg,Mehrere kleine Holunderbüsche am Wegesrand verteilt,2021-07-02 16:08:00,https://mundraub.org/node/94890
MRN_mundraub_4326_Point.518,POINT (8.680121898651 49.394426651452),94891,Andere Kräuter,Im Bosseldorn,69126,Heidelberg,Verschiedene Wildkräuter wie Beifuß Wermut Spitzwegerich,2021-07-02 16:12:00,https://mundraub.org/node/94891
MRN_mundraub_4326_Point.519,POINT (8.643454760313 49.394555397438),114177,Andere Kräuter,Unbekannt,Unbekannt,,Zitronenmelisse,2023-05-13 15:17:00,https://mundraub.org/node/114177
MRN_mundraub_4326_Point.520,POINT (8.64606320858 49.394573290921),104129,Andere Obstbäume,Blütenweg,69123,Heidelberg,Kornelkirsche,2022-07-15 17:27:00,https://mundraub.org/node/104129
MRN_mundraub_4326_Point.521,POINT (8.831151723862 49.394636136273),93545,Bärlauch,Mühlweg,69151,Rainbach,Riesiges Feld am Rand des Baches,2021-04-26 12:28:00,https://mundraub.org/node/93545
MRN_mundraub_4326_Point.522,POINT (8.645927757025 49.39467323245),113537,Minze,Unbekannt,Unbekannt,,Mehrere Minzpflanzen entlang der Bordsteinkante,2023-03-30 17:19:00,https://mundraub.org/node/113537
MRN_mundraub_4326_Point.523,POINT (8.633923530579 49.394691998741),11509,Felsenbirne,Unbekannt,69214,Eppelheim,Felsenbirne an mehreren Stellen auf dem Schulgelände,2014-07-12 20:02:00,https://mundraub.org/node/11509
MRN_mundraub_4326_Point.524,POINT (8.645124435425 49.394691998741),104160,Hagebutte,Blütenweg,69123,Heidelberg,Hundsrose,2022-07-16 21:09:00,https://mundraub.org/node/104160
MRN_mundraub_4326_Point.525,POINT (8.371914625168 49.394772300928),100713,Haselnuss,Kalmitstraße,67105,Schifferstadt,Baumnummer 6325 und weitere einige Haselnussbäume die teilweise nicht viele Früchte tragen,2021-10-10 08:54:00,https://mundraub.org/node/100713
MRN_mundraub_4326_Point.526,POINT (8.373448848724 49.394995749799),100714,Haselnuss,Kalmitstraße,67105,Schifferstadt,Baumnummer 6340 und weitere einige Haselnussbäume die teilweise nicht viele Früchte tragen,2021-10-10 08:55:00,https://mundraub.org/node/100714
MRN_mundraub_4326_Point.527,POINT (8.695743083954 49.395348377981),75271,Esskastanie,Dreitrögweg,69117,Heidelberg,am Weg oberhalb,2017-10-28 14:25:00,https://mundraub.org/node/75271
MRN_mundraub_4326_Point.528,POINT (8.686422742903 49.395354051434),106929,Haselnuss,Unbekannt,Unbekannt,,Zwei Haselnussbäume,2022-09-02 20:56:00,https://mundraub.org/node/106929
MRN_mundraub_4326_Point.529,POINT (8.647130519494 49.39571141871),104106,Walnuss,Krähenweg,69123,Heidelberg,Großer Walnussbaum allerdings nicht auf Pflückhöhe,2022-07-14 22:09:00,https://mundraub.org/node/104106
MRN_mundraub_4326_Point.530,POINT (8.613152503967 49.39572544294),82818,Kirsche,Schwetzinger Straße,69214,Eppelheim,mehrere Steinkirschen eine große sehr süße Hauskirsche,2019-07-25 22:34:00,https://mundraub.org/node/82818
MRN_mundraub_4326_Point.531,POINT (9.065737724304 49.39597681797),28880,Bärlauch,Unbekannt,Unbekannt,,Der ganze Berg ist voller Bärlauch!,2017-03-27 20:28:00,https://mundraub.org/node/28880
MRN_mundraub_4326_Point.532,POINT (9.017404317856 49.396032678913),101619,Birne,Zwingenberger Straße,74867,Neckarkatzenbach,Birnen und andere pflückbare Früchte können in einer Art Allee an der Zwingenberger Straße abgeerntet werden.,2021-12-03 11:12:00,https://mundraub.org/node/101619
MRN_mundraub_4326_Point.533,POINT (8.653787970543 49.396273360298),116791,Mirabelle,Unbekannt,Unbekannt,,Mehrere Kirschpflaumen Früchte nur mit Leiter zu erreichen,2023-08-06 15:25:00,https://mundraub.org/node/116791
MRN_mundraub_4326_Point.534,POINT (8.674258589745 49.397118245176),116997,Maulbeere,Unbekannt,Unbekannt,,Zahlreiche Maulbeerbäume,2023-08-11 17:58:00,https://mundraub.org/node/116997
MRN_mundraub_4326_Point.535,POINT (8.651626110077 49.397149884436),96795,Holunder,Heinrich-Menger-Weg,69123,Heidelberg,Auf Heinrich-Menger-Weg befinden sich zahlreiche Hollundersträucher,2021-08-08 16:58:00,https://mundraub.org/node/96795
MRN_mundraub_4326_Point.536,POINT (8.842921186466 49.397286028425),102402,Bärlauch,Mückenlocher Straße,69151,Neuhof,Viele Pflanzen entlang des Wegs,2022-04-14 10:28:00,https://mundraub.org/node/102402
MRN_mundraub_4326_Point.537,POINT (8.651304915547 49.397541554965),114227,Andere Kräuter,Unbekannt,Unbekannt,,Melisse,2023-05-15 17:01:00,https://mundraub.org/node/114227
MRN_mundraub_4326_Point.538,POINT (8.654657 49.397762),6148,Brombeere,Diebsweg,69117,Heidelberg,an der Landstraße dort wo sich die Hecken und Büsche vom Radweg entfernen und ein kleines Grasstück beginnt,2012-09-14 15:58:00,https://mundraub.org/node/6148
MRN_mundraub_4326_Point.539,POINT (8.671608567238 49.397900492623),105242,Walnuss,Gewann Spitzgewann,69124,Heidelberg,Reichen über den Zaun der Feuerwehr hinweg,2022-08-07 22:00:00,https://mundraub.org/node/105242
MRN_mundraub_4326_Point.540,POINT (8.779878616333 49.398183276918),18000,Bärlauch,Unbekannt,69151,Neckargemünd,In der Kurve gegenüber den Parkstreifen.,2015-05-29 16:19:00,https://mundraub.org/node/18000
MRN_mundraub_4326_Point.541,POINT (8.668765425682 49.398221679598),104110,Himbeere,Speyerer Schnauz,69124,Baden-Württemberg,Hinterm neuen Picknickplatz gibt es ein paar kleine Sträucher sind aber noch nicht besonders viele Beeren,2022-07-14 22:16:00,https://mundraub.org/node/104110
MRN_mundraub_4326_Point.542,POINT (8.668749332428 49.398260082248),104109,Johannisbeere,Speyerer Schnauz,69124,Baden-Württemberg,Hinterm neuen Picknickplatz gibt es Obsträucher zum pflücken,2022-07-14 22:15:00,https://mundraub.org/node/104109
MRN_mundraub_4326_Point.543,POINT (8.6687707901 49.398476532986),104131,Andere Kräuter,Speyerer Schnauz,69124,Heidelberg,Essbare Blüten z.B. Kornblumen,2022-07-15 17:32:00,https://mundraub.org/node/104131
MRN_mundraub_4326_Point.544,POINT (8.651701211929 49.398686000534),104130,Pflaume,Heinrich-Menger-Weg,69123,Heidelberg,Ein Kirschpflaumenbaum mit dunklen Früchten und mehrere mit gelben.,2022-07-15 17:29:00,https://mundraub.org/node/104130
MRN_mundraub_4326_Point.545,POINT (8.704390525818 49.399747289046),10316,Esskastanie,Unbekannt,69117,Heidelberg,Standort leider nicht genau angebbar aber dort in der Gegend sind viele Esskastanien!,2014-03-21 00:59:00,https://mundraub.org/node/10316
MRN_mundraub_4326_Point.546,POINT (8.687685728073 49.399803145701),9978,Haselnuss,Unbekannt,69115,Heidelberg,Die Alleebäume In der Schillerstraße sind türkische Haselnussbäume. Es liegen im Herbst jede Menge Nüsse auf der Straße die niemand einsammelt. Da die Straße verkehrsberuhigt ist sollten sich die Belastungen mit verkehrsbedingten Schadstoffen in Grenzen halten.,2013-12-12 05:45:00,https://mundraub.org/node/9978
MRN_mundraub_4326_Point.547,POINT (8.645955920219 49.399810127778),104159,Pflaume,Schulplatz,69123,Heidelberg,Kirschpflaume Früchte nur mit Leiter zu erreichen,2022-07-16 21:04:00,https://mundraub.org/node/104159
MRN_mundraub_4326_Point.548,POINT (8.602817149961 49.400367937162),87837,Kirsche,Unbekannt,Unbekannt,,pflücken erwünscht Gemeinde Plankstadt,2020-06-13 22:05:00,https://mundraub.org/node/87837
MRN_mundraub_4326_Point.549,POINT (8.65257024765 49.400473420603),81883,Rosmarin,Schützenstraße,69123,Heidelberg,Der Strauch befindet sich zwar im Kleingärtnerverein wächst aber über den Zaun hinaus. Einfach den Parkplatz neben dem Restaurant durchlaufen und dann direkt am Eingang des Kleingärtnervereins pflücken.,2019-04-16 10:25:00,https://mundraub.org/node/81883
MRN_mundraub_4326_Point.550,POINT (8.7152919 49.4007462),118506,Esskastanie,Unbekannt,Unbekannt,,An Felix' Bank,2023-09-16 17:24:00,https://mundraub.org/node/118506
MRN_mundraub_4326_Point.551,POINT (8.653610944748 49.400759681054),96794,Brombeere,Schützenstraße,69123,Heidelberg,Mehrere Brombeersträucher auf Augenhöhe,2021-08-08 16:56:00,https://mundraub.org/node/96794
MRN_mundraub_4326_Point.552,POINT (8.650907278061 49.401186159343),96788,Mirabelle,Heinrich-Menger-Weg,69123,Heidelberg,Mehrere größere Mirabellensträucher entlang des Wegs,2021-08-08 16:51:00,https://mundraub.org/node/96788
MRN_mundraub_4326_Point.553,POINT (8.651164770126 49.401241432681),28994,Bärlauch,Heinrich menger Weg,69214,Eppelheim,Rechts und links vom Fußweg,2017-03-31 10:03:00,https://mundraub.org/node/28994
MRN_mundraub_4326_Point.554,POINT (8.710398674011 49.401562597806),10315,Waldmeister,Unbekannt,69117,Heidelberg,Überall Waldmeister im Wald!,2014-03-21 00:38:00,https://mundraub.org/node/10315
MRN_mundraub_4326_Point.555,POINT (8.683013319969 49.401681288734),74864,Haselnuss,Zähringerstraße,69115,Heidelberg,grosse Haselnussbäume am Anfang der Grünfläche,2017-09-29 19:34:00,https://mundraub.org/node/74864
MRN_mundraub_4326_Point.556,POINT (8.630259633064 49.40170921597),85412,Andere Kräuter,Hauptstraße,69214,Eppelheim,Am Weg neben der Kirche zum Spielplatz wachsen viele Lavendelpflanzen.,2019-10-26 20:32:00,https://mundraub.org/node/85412
MRN_mundraub_4326_Point.557,POINT (8.711943626404 49.402190958281),10368,Esskastanie,Nähe Hutzelwaldweg,69117,Heidelberg,Auf den Wegen um den Hutzelwaldweg finden sich Unmengen an Esskastanienbäumen,2014-03-30 15:09:00,https://mundraub.org/node/10368
MRN_mundraub_4326_Point.558,POINT (8.64383161068 49.402201430888),104161,Brombeere,Eppelheimer Straße,69123,Heidelberg,Direkt am Parkplatz,2022-07-16 21:10:00,https://mundraub.org/node/104161
MRN_mundraub_4326_Point.559,POINT (8.424591198564 49.402560334488),87787,Walnuss,Unbekannt,Unbekannt,,Walnüsse zum sammeln,2020-06-10 16:50:00,https://mundraub.org/node/87787
MRN_mundraub_4326_Point.560,POINT (8.662413951376 49.402669314004),105241,Andere Obstbäume,Simferopolstraße,69115,Heidelberg,Feige,2022-08-07 21:58:00,https://mundraub.org/node/105241
MRN_mundraub_4326_Point.561,POINT (8.685958385468 49.402679677536),23097,Haselnuss,Wilhelmstraße,69115,Heidelberg,"straßenbegleitende ""Allee""",2015-12-22 18:27:00,https://mundraub.org/node/23097
MRN_mundraub_4326_Point.562,POINT (8.687208294869 49.402850728126),74861,Minze,Unbekannt,69115,Heidelberg,Es wachsen einige Büschel Minze in dem Quadrat das den Baum umgibt. Es handelt sich um den zweiten Baum in Richtung Kirche von der Ecke Wilhelmstr. /Kleinschmidtstr. aus gesehen.,2017-09-29 16:33:00,https://mundraub.org/node/74861
MRN_mundraub_4326_Point.563,POINT (8.744717 49.40356),6113,Heidelbeere,Unbekannt,69251,Rhein-Neckar-Kreis,Unbekannt,2012-09-09 09:10:00,https://mundraub.org/node/6113
MRN_mundraub_4326_Point.564,POINT (8.704594373703 49.403676649648),22383,Esskastanie,Unbekannt,69117,Heidelberg,Auf dem Gaisberg gibt es überall Esskastanien z.B in der Nähe des alten Turms.,2015-10-13 18:42:00,https://mundraub.org/node/22383
MRN_mundraub_4326_Point.565,POINT (8.712179660797 49.403978250779),10369,Esskastanie,Unbekannt,69117,Heidelberg,Auf dem Weg runter zur Klingenteichstraße steht ein Esskastanienbaum nach dem anderen,2014-03-30 15:11:00,https://mundraub.org/node/10369
MRN_mundraub_4326_Point.566,POINT (8.68991471 49.40466578),121537,Kornelkirsche,Unbekannt,Unbekannt,,Im Synagogen-Spielplatz,2024-04-05 11:37:00,https://mundraub.org/node/121537
MRN_mundraub_4326_Point.567,POINT (8.889484405518 49.404997536901),22097,Bärlauch,Unbekannt,69436,Schönbrunn,Entlang der Waldstraße von Haag (Ortsteil der Gemeinde Schönbrunn) zum Neckarhäuser Hof (gehört zur Stadt Neckargemünd) wächst jedes Jahr Unmengen von Bärlauch.,2015-10-04 18:15:00,https://mundraub.org/node/22097
MRN_mundraub_4326_Point.568,POINT (8.70734476 49.40561677),118507,Esskastanie,Unbekannt,Unbekannt,,Ggü. der Einfahrt zum Turm,2023-09-16 17:34:00,https://mundraub.org/node/118507
MRN_mundraub_4326_Point.569,POINT (8.729179501534 49.405664250281),75060,Esskastanie,Rodelweg,69117,Heidelberg,Direkt neben dem Weg.,2017-10-09 18:52:00,https://mundraub.org/node/75060
MRN_mundraub_4326_Point.570,POINT (8.70025673 49.4061917),118505,Esskastanie,Unbekannt,Unbekannt,,Ober- & unterhalb des Wegmarkersteins,2023-09-16 17:13:00,https://mundraub.org/node/118505
MRN_mundraub_4326_Point.571,POINT (8.776788711548 49.406226237249),17999,Holunder,Unbekannt,69151,Neckargemünd,Zwischen den Bahngleisen und die Orthopädie,2015-05-29 16:17:00,https://mundraub.org/node/17999
MRN_mundraub_4326_Point.572,POINT (8.696004508229 49.406545184657),23622,Bärlauch,Unbekannt,69117,Heidelberg,Unbekannt,2016-04-04 15:50:00,https://mundraub.org/node/23622
MRN_mundraub_4326_Point.573,POINT (8.775050640106 49.406721897436),18001,Minze,Unbekannt,69151,Neckargemünd,"Auf dem Hang unterhalb der Skulptur ""Tempel"" von Susanne Specht (und oberhalb der zwei goldenen Säulen) im Skulpturenpark Heidelberg neben der Orthopädie.",2015-05-29 16:22:00,https://mundraub.org/node/18001
MRN_mundraub_4326_Point.574,POINT (8.997530154884 49.407105637955),119254,Esskastanie,Unbekannt,Unbekannt,,etliche Esskastanien direkt am Weg sehr gut erreichbar - man muss nur schneller sein als die Wildschweine :),2023-10-01 11:02:00,https://mundraub.org/node/119254
MRN_mundraub_4326_Point.575,POINT (8.721899986267 49.407245476705),75059,Esskastanie,Felsenmeerweg,69117,Heidelberg,Entlang der Himmelsleiter stehen viele Esskastanienbäume. Auf den Steinen springen die Kastanien auf.,2017-10-09 18:49:00,https://mundraub.org/node/75059
MRN_mundraub_4326_Point.576,POINT (9.015720367432 49.407279968262),2905,Bärlauch,Unbekannt,69439,Zwingenberg,"Beim Parkplatz ""Überhau"" an der Straße zwischen Neunkirchen und der Fähre Zwingenberg gibt es jede Menge Bärlauch",2010-10-18 09:30:00,https://mundraub.org/node/2905
MRN_mundraub_4326_Point.577,POINT (8.721599578857 49.407690165624),24444,Brombeere,Unbekannt,Unbekannt,,Am Parkplatz unten an der Himmelsleiter dann der erste Abschnitt der Treppe und am oberen Hang des Felsenmeerwegs. Die Pflanzen sehen noch sehr jung aus ich werde in einigen Wochen auf jeden Fall noch einmal vorbei schauen.,2016-06-26 12:21:00,https://mundraub.org/node/24444
MRN_mundraub_4326_Point.578,POINT (8.68065655226 49.407766214435),112148,Haselnuss,Bergheimer Straße,69115,Heidelberg,An der Haltestelle “Volkshochschule“ stehen auf der Seite vom GGH einige hochgewachsene Baumhaseln eine Haltestelle weiter östlich (“Campus Bergheim“) steht ebenfalls ein einzelner Baumhasel,2022-10-19 13:08:00,https://mundraub.org/node/112148
